"","app","category","reviews","installs","type_bin","grupo_edades","genre","size_num_imp","rating_imp","android_ver_imp","ano_act"
"2513","German Listening","FAMILY",6673.4316,396371.74,"0","4+","Education",8000,4.8,2.3,"2018"
"2514","Fahrschule DW","FAMILY",5,1000,"0","4+","Education",3900,4.3,2.2,"2016"
"2515","Retro City Rampage DX","GAME",416,10000,"1","12+","Action",16000,4.7,4,"2017"
"2516","Across Age DX","FAMILY",5964,396371.74,"0","12+","Role Playing",41465.92,3.8,2.2,"2015"
"2517","ZOOKEEPER DX TouchEdition","FAMILY",3195,100000,"1","4+","Puzzle",4600,4.2,2.1,"2015"
"2518","Piczle Lines DX","FAMILY",281,5000,"0","4+","Puzzle",26000,4.6,4,"2018"
"2519","3DAnimeGirl DX DreamPortrait KAWAII Girl DressUp","FAMILY",449,10000,"0","12+","Casual",41465.92,4.2,4,"2018"
"2520","Bubble Shooter DX","FAMILY",636,100000,"0","4+","Casual",4000,4.2,4,"2018"
"2521","Age of Procreation DX","FAMILY",1894,100000,"0","17+","Simulation",40000,4.3,2.3,"2016"
"2522","Chronolink DX","FAMILY",7,10,"1","4+","Puzzle",41465.92,5,4.1,"2017"
"2523","DX Simulation for OOO Dx Belt","FAMILY",67,10000,"0","4+","Simulation",31000,4.6,4.1,"2018"
"2524","Tricky Bike Stunt Rider DX","FAMILY",16,500,"0","4+","Simulation",41465.92,4.4,4,"2018"
"2525","DX Gashacon Sword for Ex-Aid Henshin","FAMILY",17,1000,"0","4+","Simulation",41465.92,4.2,4.1,"2018"
"2526","DX Simulation Belt for Build henshin","FAMILY",182,10000,"0","4+","Simulation",39000,4.5,4.1,"2018"
"2527","DX Simulation for Kabuto Henshin Belt 2018","FAMILY",13.9999999999998,5000,"0","4+","Simulation",7200,4.6,4,"2018"
"2528","DX Simulation for Decade Henshin Belt 2018","FAMILY",23,5000,"0","4+","Simulation",10000,4.3,4,"2018"
"2529","Elemental Galaxy Dx - Match3","FAMILY",127,10000,"0","4+","Puzzle",14000,4,2.2,"2014"
"2530","DX Simulation for Double Dx Henshin Belt 2018","FAMILY",33,5000,"0","4+","Simulation",11000,4.6,4,"2018"
"2531","DX Simulation Belt for Decade henshin","FAMILY",64,5000,"0","4+","Simulation",32000,4.5,4.1,"2018"
"2532","Chronolink DX Lite","FAMILY",2,10,"0","4+","Puzzle",41465.92,3.3,4.1,"2017"
"2533","Shoot! DX - lights for FREE","GAME",4.00000000000023,100,"0","4+","Action",41465.92,3.2,4.1,"2018"
"2534","Bubble Shooter DX AdFree","FAMILY",1,50,"1","4+","Casual",2100,4.2,2.3,"2016"
"2535","Santa's Monster Shootout DX","GAME",4.00000000000023,50,"1","12+","Action",33000,5,2.2,"2013"
"2536","Dress Up RagazzA13 DX","FAMILY",13,100,"1","4+","Simulation",41465.92,3.5,4,"2016"
"2537","DX Simulation for X-aid Dx Belt","FAMILY",35,5000,"0","4+","Simulation",41465.92,4,4.1,"2018"
"2538","Unstoppaball DX","FAMILY",5,50,"1","4+","Puzzle",40000,4.2,2,"2014"
"2539","Sokoban Land DX","FAMILY",46.0000000000002,10000,"1","4+","Puzzle",20000,3.9,2.3,"2018"
"2540","Dx Ludo","FAMILY",215,50000,"0","4+","Puzzle",2600,3.6,2.1,"2011"
"2541","Dy So Exam","FAMILY",6,1000,"0","4+","Education",3200,3,2.3,"2017"
"2542","Dr. D. Y. Patil Vidyapeeth GBS","FAMILY",3,100,"0","4+","Education",5300,4,4.1,"2017"
"2543","KPS CHAUHAN DY/DX","FAMILY",37,100,"0","4+","Education",10000,4.9,4.1,"2018"
"2544","JONACK (D Story Teller)","FAMILY",152,10000,"0","4+","Entertainment",1200,4.4,2.2,"2015"
"2545","American Sniper City Fight Shooting Assassin","GAME",395,50000,"0","12+","Action",41465.92,4.1,2.3,"2017"
"2546","Guardians of Ancora","FAMILY",969,50000,"0","4+","Educational",26000,4.4,2.3,"2018"
"2547","Train Sim Pro","FAMILY",1763,10000,"1","4+","Simulation",2900,4,4.1,"2018"
"2548","Truck Transport Raw Material","FAMILY",632,100000,"0","4+","Simulation",41465.92,4.2,4.1,"2018"
"2549","DYPhyzio-Physiology Forum","FAMILY",4.00000000000023,100,"0","4+","Education",1300,3.6,4.1,"2017"
"2550","Street Skater 3D","GAME",6673.4316,396371.74,"0","12+","Action",21000,3.6,4,"2017"
"2551","DYPSOET","FAMILY",8,50,"0","4+","Education",7400,5,4.1,"2018"
"2552","Triceratops - Dino Robot","FAMILY",3032,396371.74,"0","4+","Casual",30000,4.4,4,"2017"
"2553","Differential Equations Steps","FAMILY",1185,100000,"0","4+","Education",3900,3.6,4,"2017"
"2554","DZ Puzzle","FAMILY",13.9999999999998,10,"1","4+","Puzzle",41465.92,3.4,2.3,"2017"
"2555","DZ-JOKER","GAME",6,100,"0","4+","Arcade",18000,4,2.3,"2017"
"2556","Super ball DZ","GAME",23.9999999999998,1000,"0","12+","Action",32000,3.1,4.1,"2017"
"2557","لعبة تقدر تربح DZ","FAMILY",238,10000,"0","4+","Education",6800,4.2,4.1,"2016"
"2558","BAC DZ Questionnaire","FAMILY",38,5000,"0","4+","Education",41465.92,4,4,"2018"
"2559","Ludo Dz","GAME",17,500,"0","4+","Board",28000,4.5,4.1,"2017"
"2560","ONEC DZ","FAMILY",40,1000,"0","4+","Education",3100,4.1,4,"2018"
"2561","Agent HQ for The Division","FAMILY",1060,100000,"0","4+","Entertainment",2500,4.1,4,"2018"
"2562","DZ Urgences","FAMILY",16,500,"0","4+","Education",1600,4.6,4,"2016"
"2563","DZ Blagues","FAMILY",580,10000,"0","4+","Entertainment",2100,4.2,2.1,"2012"
"2564","Need for Speed™ No Limits","GAME",6673.4316,396371.74,"0","9+","Racing",22000,4.4,4.1,"2018"
"2565","Real Racing 3","FAMILY",6673.4316,396371.74,"0","4+","Racing",41465.92,4.5,4.1,"2018"
"2566","Madden NFL Football","FAMILY",6673.4316,396371.74,"0","4+","Sports",8800,4.5,4,"2018"
"2567","The Simpsons™: Tapped Out","FAMILY",6673.4316,396371.74,"0","12+","Casual",41465.92,4.3,4,"2018"
"2568","Plants vs. Zombies™ 2","FAMILY",6673.4316,396371.74,"0","9+","Casual",15000,4.4,4.1,"2018"
"2569","Star Wars™: Galaxy of Heroes","FAMILY",6673.4316,396371.74,"0","9+","Role Playing",41465.92,4.5,4.1,"2018"
"2570","Dungeon Keeper","FAMILY",6673.4316,396371.74,"0","9+","Strategy",41465.92,4,4.1,"2018"
"2571","Lost Journey (Dreamsky)","GAME",6673.4316,396371.74,"1","4+","Adventure",29000,4.5,3,"2016"
"2572","TETRIS","FAMILY",6673.4316,396371.74,"0","4+","Puzzle",41465.92,4,3,"2018"
"2573","Bejeweled Classic","FAMILY",6673.4316,396371.74,"0","4+","Casual",41465.92,4.4,4.1,"2018"
"2574","NBA JAM by EA SPORTS™","FAMILY",6673.4316,396371.74,"1","4+","Sports",41465.92,4.3,2.3,"2017"
"2575","TETRIS Blitz","FAMILY",6673.4316,396371.74,"0","4+","Puzzle",41465.92,4.4,4.1,"2018"
"2576","POGO Games","FAMILY",6673.4316,396371.74,"0","4+","Casual",26000,3.8,4.1,"2017"
"2577","SW Battlefront Companion","FAMILY",6673.4316,396371.74,"0","4+","Strategy",41465.92,4.4,4,"2016"
"2578","Bejeweled Blitz","FAMILY",6673.4316,396371.74,"0","4+","Puzzle",41465.92,4.2,4,"2018"
"2579","Peggle Blast","GAME",6673.4316,396371.74,"0","4+","Card",19000,4.1,4,"2017"
"2580","Heroes of Dragon Age","GAME",6673.4316,396371.74,"0","12+","Action",28000,4.2,2.3,"2018"
"2581","SCRABBLE","GAME",6673.4316,396371.74,"0","4+","Word",41465.92,3.9,4.1,"2018"
"2582","Asphalt Xtreme: Rally Racing","GAME",6673.4316,396371.74,"0","4+","Racing",39000,4.5,4,"2018"
"2583","League of Stickman 2018- Ninja Arena PVP(Dreamsky)","GAME",6673.4316,396371.74,"1","12+","Action",41465.92,4.4,2.3,"2018"
"2584","Modern Combat 5: eSports FPS","GAME",6673.4316,396371.74,"0","17+","Action",41465.92,4.3,4,"2018"
"2585","Bejeweled Stars: Free Match 3","FAMILY",6673.4316,396371.74,"0","4+","Puzzle",17000,4.5,4.1,"2018"
"2586","Mass Effect: Andromeda APEX HQ","GAME",4490,100000,"0","9+","Action",41465.92,3.4,4.1,"2017"
"2587","Mirror’s Edge™ Companion","GAME",1995,100000,"0","4+","Action",41465.92,3.4,4.4,"2016"
"2588","Stickman Legends: Shadow Wars","GAME",6673.4316,396371.74,"1","9+","Action",41465.92,4.4,4.1,"2018"
"2589","Gear.Club - True Racing","GAME",6673.4316,396371.74,"0","4+","Racing",37000,4.4,4.3,"2018"
"2590","Plants vs. Zombies™ Watch Face","FAMILY",6673.4316,396371.74,"0","4+","Casual",3100,3.5,4.3,"2015"
"2591","Typical EA Game","FAMILY",33,100,"0","4+","Casual",3300,4.6,4,"2017"
"2592","EB Mobile","FAMILY",1172,10000,"0","4+","Education",5600,1.7,4.1,"2017"
"2593","EB Demo for Android","FAMILY",0,10,"0","12+","Entertainment",13000,4.3,4.1,"2017"
"2594","Mental Hospital:EB 2 Lite","GAME",5341,100000,"0","12+","Action",8800,4.1,4,"2014"
"2595","বাংলাflix","FAMILY",1111,100000,"0","4+","Entertainment",7300,4.2,4.1,"2018"
"2596","RPG ブレイジング ソウルズ アクセレイト","FAMILY",159,1000,"1","12+","Role Playing",3100,3.4,2.3,"2018"
"2597","英漢字典 EC Dictionary","FAMILY",6673.4316,396371.74,"0","4+","Education",10000,4.3,1.6,"2018"
"2598","My Handbook : EE, EC, EI, E&T, EEE, EECS","FAMILY",3776,100000,"0","4+","Education",7700,4.5,4,"2017"
"2599","tv-ec","FAMILY",1,50,"0","4+","Entertainment",3400,4.3,4,"2018"
"2600","EC Calgary","FAMILY",6,100,"0","12+","Education",8100,5,4.1,"2018"
"2601","EC Fairgrounds","FAMILY",3,500,"0","4+","Entertainment",5500,5,4.4,"2018"
"2602","GATE Syllabus for EC 2018 & Notifications","FAMILY",23,1000,"0","4+","Education",4300,4.7,4.4,"2017"
"2603","EC Mover","GAME",5,10,"0","4+","Racing",4600,5,4,"2018"
"2604","My EF","FAMILY",4114,100000,"0","4+","Education",14000,3.3,4.2,"2018"
"2605","EF Mentor: Words","FAMILY",403,50000,"0","12+","Education",39000,4,4.1,"2018"
"2606","EF Smart English for Phone","FAMILY",208,10000,"0","4+","Education",13000,3.5,4.4,"2018"
"2607","My EF Center","FAMILY",89,10000,"0","4+","Education",35000,2.8,4.4,"2018"
"2608","EF Mentor: Sounds","FAMILY",18.9999999999998,5000,"0","4+","Education",6900,3,4.1,"2017"
"2609","EF English Live Business","FAMILY",496,100000,"0","4+","Education",14000,3.6,4.4,"2018"
"2610","EF Classroom","FAMILY",190,50000,"0","4+","Education",23000,3.2,5,"2018"
"2611","EF English Live for phone","FAMILY",2210,100000,"0","4+","Education",15000,3.6,5,"2018"
"2612","EF Smart English","FAMILY",150,5000,"0","4+","Education",11000,3.7,4.4,"2018"
"2613","EF English Live Business Tablet","FAMILY",279,10000,"0","4+","Education",14000,3.3,4.4,"2017"
"2614","EF English Live for tablets","FAMILY",1242,50000,"0","4+","Education",14000,3.1,4.4,"2018"
"2615","EF Parеnts","FAMILY",435,50000,"0","4+","Education",17000,4.1,4.1,"2018"
"2616","EF Teacher","FAMILY",16,1000,"0","4+","Education",17000,3.1,4.1,"2018"
"2617","English Bite","FAMILY",268,10000,"0","4+","Education",9800,3.5,4,"2016"
"2618","EF/VR – VR Tours of EF Schools","FAMILY",17,1000,"0","12+","Education",15000,3.6,4,"2015"
"2619","EF Spelling Bee","FAMILY",2,500,"0","4+","Education",9400,3,4.3,"2017"
"2620","Travelmoji","FAMILY",13,500,"0","4+","Education",10000,3.9,4.3,"2016"
"2621","EFAmbassador","FAMILY",5,100,"0","4+","Education",10000,4.2,5,"2018"
"2622","Agenda EF","FAMILY",79,5000,"0","4+","Education",33000,3.4,3,"2015"
"2623","e-Docente EI/anos iniciais EF","FAMILY",2,1000,"0","4+","Education",2300,2,4.1,"2018"
"2624","EF Universe: Endless Battle","FAMILY",5,50,"0","12+","Role Playing",41465.92,4.2,4.1,"2018"
"2625","EF First","FAMILY",0,1,"0","4+","Entertainment",1600,3.7,4,"2018"
"2626","Carrier Landings Pro","FAMILY",5969,10000,"1","4+","Simulation",31000,4.6,4.1,"2018"
"2627","Diário Escola Mestres EF","FAMILY",11,1000,"0","4+","Education",6600,4.6,4,"2018"
"2628","EF Jumper","GAME",4.00000000000023,100,"0","4+","Arcade",5100,4.1,2.2,"2017"
"2629","English Conversation Courses","FAMILY",6673.4316,396371.74,"0","4+","Education",6800,4.6,4,"2018"
"2630","Equestria Girls","FAMILY",6673.4316,396371.74,"0","4+","Role Playing",41465.92,4.3,4,"2016"
"2631","E.G. Chess Free","GAME",505,10000,"0","4+","Board",23000,4,2.3,"2014"
"2632","EG Player","FAMILY",1,100,"0","4+","Entertainment",13000,4.5,4,"2017"
"2633","E.G. Chess","GAME",55.9999999999998,1000,"1","4+","Board",23000,4.3,2.3,"2014"
"2634","EG Classroom Decimals™","FAMILY",2,50,"1","4+","Education",18000,3,2.2,"2017"
"2635","Fashion Pony Girls Dress Up Makeup Game","FAMILY",256,10000,"0","4+","Simulation",30000,4.5,4,"2018"
"2636","My Little Pony Celebration","FAMILY",6673.4316,396371.74,"0","4+","Simulation",17000,4.3,2.3,"2016"
"2637","MY LITTLE PONY: Magic Princess","FAMILY",6673.4316,396371.74,"0","4+","Casual",2300,4.4,4.4,"2018"
"2638","Equestria Girl Snapchat Addict","FAMILY",20,1000,"0","4+","Educational",31000,4.6,4,"2018"
"2639","L.A. Crime Stories 2 Mad City Crime","GAME",3946,100000,"0","12+","Racing",41465.92,4.2,2.3,"2017"
"2640","LA Stories 4 New Order Sandbox 2018","GAME",6673.4316,396371.74,"0","17+","Racing",41465.92,4.2,2.3,"2018"
"2641","Sirens Fashion Style Game","FAMILY",2282,396371.74,"0","4+","Simulation",22000,4.3,4,"2018"
"2642","L.A. Crime Stories Mad City Crime","GAME",6673.4316,396371.74,"0","17+","Racing",41465.92,4,2.3,"2017"
"2643","My Little Pony: Story Creator","FAMILY",6673.4316,396371.74,"0","4+","Education",21000,4.2,4,"2017"
"2644","Pocket Little Pony","FAMILY",6673.4316,396371.74,"0","9+","Simulation",14000,4.1,4,"2017"
"2645","Dance Magic Fashion Style Games","FAMILY",2533,100000,"0","4+","Simulation",41465.92,4.6,4,"2018"
"2646","MLP Colouring Adventures","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",41465.92,3.8,4.4,"2017"
"2647","Miraculous Ladybug & Cat Noir - The Official Game","GAME",6673.4316,396371.74,"0","4+","Action",41465.92,4.5,4.4,"2018"
"2648","Fashion Girls Dress up Makeup","FAMILY",115,10000,"0","4+","Simulation",31000,4.4,4,"2018"
"2649","My Little Pony: Harmony Quest","FAMILY",6673.4316,396371.74,"0","4+","Casual",26000,4.1,4.1,"2018"
"2650","Home Pony 2","FAMILY",6673.4316,396371.74,"0","4+","Simulation",26000,4,4,"2018"
"2651","Eh Volevi!","FAMILY",1619,100000,"0","4+","Entertainment",7000,3.9,4,"2017"
"2652","Me-eh","FAMILY",13,100,"0","4+","Puzzle",41465.92,4.4,4.1,"2018"
"2653","Betul Ke Bohong Eh?","GAME",601,100000,"0","4+","Trivia",6400,4.2,2.3,"2015"
"2654","Eh Amego!","GAME",6673.4316,396371.74,"0","4+","Arcade",7100,3.8,2.2,"2015"
"2655","Eh Plus English Application","FAMILY",1,100,"0","4+","Education",874,4,4,"2015"
"2656","My Theme Park: RollerCoaster & Water Park Tycoon","FAMILY",128,10000,"0","9+","Strategy",41000,4.2,4.2,"2018"
"2657","Doomsday Preppers™","FAMILY",6673.4316,396371.74,"0","4+","Strategy",41465.92,4.2,4,"2017"
"2658","TAXI DRIVER","FAMILY",6673.4316,396371.74,"0","4+","Simulation",32000,3.7,4,"2016"
"2659","Crazy Doctor","FAMILY",6673.4316,396371.74,"0","12+","Role Playing",13000,4,2.1,"2014"
"2660","MazeMilitia Classic Multiplayer Shooting Game","GAME",1294,50000,"0","17+","Action",41465.92,4.4,4.1,"2018"
"2661","ZOMBIE RIPPER","GAME",6673.4316,396371.74,"0","17+","Action",41465.92,3.7,4,"2017"
"2662","Soldiers of Glory: Modern War","FAMILY",6673.4316,396371.74,"0","12+","Strategy",23000,4.2,2.3,"2018"
"2663","Driving School 3D 2017","FAMILY",5075,396371.74,"0","4+","Simulation",41465.92,3.9,3,"2017"
"2664","Horror Hospital","GAME",6673.4316,396371.74,"0","12+","Action",26000,3.7,2.3,"2017"
"2665","Ludo Family Dice Game","FAMILY",3593,396371.74,"0","4+","Board",19000,4.2,4.1,"2018"
"2666","Mad Skills Motocross","GAME",6673.4316,396371.74,"0","4+","Racing",41465.92,4,2,"2016"
"2667","Masterchef Cooking Games: Fun Restaurant & Kitchen","FAMILY",1036,100000,"0","4+","Casual",33000,3.9,2.3,"2018"
"2668","US Army Training Courses Game","FAMILY",6673.4316,396371.74,"0","4+","Simulation",35000,4.1,2.3,"2017"
"2669","Pineapple Pen","GAME",6673.4316,396371.74,"0","4+","Arcade",41465.92,4.3,4,"2016"
"2670","Instant Buttons: The Best Soundboard","FAMILY",6673.4316,396371.74,"0","12+","Entertainment",9200,4.5,4.1,"2018"
"2671","Guess The Emoji","GAME",6673.4316,396371.74,"0","4+","Word",23000,4.5,4.2,"2018"
"2672","Camping RV Caravan Parking 3D","GAME",5290,396371.74,"0","4+","Racing",41465.92,3.3,2.3,"2014"
"2673","Grand Bat Superhero Flying Assault Rescue Mission","GAME",1094,396371.74,"0","12+","Action",37000,4.4,4.1,"2018"
"2674","Zombie Frontier","GAME",6673.4316,396371.74,"0","12+","Action",20000,4.2,4.2,"2018"
"2675","Voice Changer","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",5700,4.1,4,"2018"
"2676","Heart Surgery Emergency Doctor","FAMILY",2248,100000,"0","12+","Educational",29000,4.1,4,"2017"
"2677","RUN JUMP RUN-fun games for free","GAME",661,100000,"0","4+","Action",41465.92,4.4,3,"2018"
"2678","100 Doors of Revenge","FAMILY",6673.4316,396371.74,"0","12+","Puzzle",41465.92,4.1,4.4,"2018"
"2679","Lie Detector Prank","FAMILY",6673.4316,396371.74,"0","4+","Casual",3700,3.9,2.3,"2017"
"2680","Virtual Mother Surgery Doctor : Emergency Hospital","FAMILY",70,10000,"0","12+","Educational",41465.92,3.9,4,"2018"
"2681","Princess Palace: Royal Pony","FAMILY",6673.4316,396371.74,"0","4+","Educational",41465.92,4.4,2.3,"2016"
"2682","TAMAGO","FAMILY",6673.4316,396371.74,"0","4+","Casual",1600,3,2.3,"2018"
"2683","EI HabitTracker","FAMILY",2,100,"0","4+","Education",981,4.5,4,"2017"
"2684","the Egg - crack the egg","FAMILY",211,10000,"0","4+","Casual",14000,4.1,2.3,"2016"
"2685","Yeled EI","FAMILY",0,100,"0","4+","Education",15000,4.1,4.1,"2018"
"2686","EI App 1","FAMILY",0,10,"0","4+","Education",13000,3.7,4.1,"2017"
"2687","Tamago egg","GAME",49,5000,"0","4+","Trivia",7100,3,2.3,"2017"
"2688","Ei-ij Spelling Dutch","FAMILY",20,10000,"0","4+","Education",3200,4,4,"2017"
"2689","Let's Poke The Egg","GAME",6673.4316,396371.74,"0","4+","Arcade",23000,3.4,2.3,"2017"
"2690","Egg","FAMILY",72,5000,"0","17+","Simulation",27000,2.9,2.3,"2018"
"2691","Disaster Will Strike","FAMILY",6673.4316,396371.74,"0","4+","Puzzle",41465.92,4.5,4.1,"2018"
"2692","Egg: clicker","FAMILY",6673.4316,396371.74,"0","4+","Casual",15000,3.7,4,"2017"
"2693","Egg for Pou","FAMILY",6673.4316,396371.74,"0","4+","Casual",11000,3,4,"2017"
"2694","EI App 2","FAMILY",0,10,"0","4+","Education",13000,3.5,4.1,"2017"
"2695","Survival: Prison Escape","GAME",6673.4316,396371.74,"0","17+","Action",33000,4,4.4,"2018"
"2696","Crack the blue angry birds egg","FAMILY",85,10000,"0","4+","Puzzle",2100,3.2,2.1,"2016"
"2697","Tamago Tap Clicker Egg","FAMILY",209,50000,"0","4+","Casual",16000,3.6,2.3,"2016"
"2698","Tap The Easter Egg!","FAMILY",111,5000,"0","4+","Casual",3300,3.2,2.3,"2016"
"2699","EI国际","FAMILY",15,1000,"0","4+","Education",5200,4.7,4,"2016"
"2700","Egg Baby","FAMILY",6673.4316,396371.74,"0","9+","Casual",8700,4.4,2.3,"2016"
"2701","Surprise Eggs","FAMILY",6673.4316,396371.74,"0","4+","Casual",27000,3.9,4,"2018"
"2702","PJ Masks: Moonlight Heroes","FAMILY",6673.4316,396371.74,"0","4+","Casual",41465.92,4.4,4,"2018"
"2703","Crack Attack","FAMILY",6673.4316,396371.74,"0","4+","Puzzle",41465.92,4.3,4,"2017"
"2704","Break the Egg","FAMILY",366,50000,"0","4+","Entertainment",6000,2.6,4,"2018"
"2705","PJ Masks: HQ","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",41465.92,4.1,4,"2018"
"2706","TAMAGO Monsters Returns","GAME",6673.4316,396371.74,"0","4+","Arcade",37000,4.1,2.3,"2016"
"2707","Super Sport Car Simulator","FAMILY",6673.4316,396371.74,"0","4+","Simulation",41465.92,4.2,2.3,"2016"
"2708","Ambulance Rescue Simulator 17","FAMILY",6669,396371.74,"0","4+","Simulation",31000,4.3,2.3,"2018"
"2709","EJ Trívia Game","FAMILY",1,1,"0","4+","Puzzle",19000,4.3,4.1,"2018"
"2710","Bad Piggies HD","FAMILY",6673.4316,396371.74,"0","4+","Puzzle",41465.92,4.4,4.1,"2018"
"2711","Traffic Sniper Counter Attack","GAME",5339,396371.74,"0","12+","Action",38000,4.3,2.3,"2017"
"2712","Rope Superhero Unlimited","GAME",6673.4316,396371.74,"0","17+","Action",26000,4.4,2.3,"2017"
"2713","Extreme Super Car Driving 3D","GAME",6673.4316,396371.74,"0","4+","Racing",41465.92,3.9,2.3,"2015"
"2714","Sport Car Simulator","FAMILY",6673.4316,396371.74,"0","4+","Simulation",41465.92,4,4.1,"2018"
"2715","Fast Racing Car Simulator","GAME",6673.4316,396371.74,"0","4+","Racing",41465.92,3.8,2.3,"2015"
"2716","Beach Head Shooting Assault","GAME",555,100000,"0","12+","Action",41465.92,3.8,4,"2018"
"2717","Stickman Warriors Heroes 2","GAME",6673.4316,396371.74,"0","9+","Action",41000,4.4,4,"2017"
"2718","Dead Target Zombie Shooting US Sniper Killer Squad","GAME",240,50000,"0","12+","Action",41465.92,4.3,4,"2017"
"2719","Learn Music Notes","FAMILY",143,1000,"1","4+","Music",4400,4.7,2.2,"2018"
"2720","Luxury Car Simulator","FAMILY",6673.4316,396371.74,"0","4+","Simulation",41465.92,3.9,2.3,"2015"
"2721","Dubai Racing","GAME",6673.4316,396371.74,"0","4+","Racing",23000,4.2,2.3,"2015"
"2722","Office Bike Racing Simulator","FAMILY",6673.4316,396371.74,"0","4+","Simulation",30000,3.8,2.3,"2015"
"2723","Pregnant Mom Surgery Newborn Twins Baby Birth Care","FAMILY",95,10000,"0","12+","Educational",28000,4.3,4.1,"2018"
"2724","Pet Beauty Salon","FAMILY",6673.4316,396371.74,"0","4+","Educational",41465.92,3.8,2.3,"2015"
"2725","Farming Simulator 16","FAMILY",6673.4316,396371.74,"1","4+","Simulation",14000,4.2,4,"2018"
"2726","Lily & Leo - Crazy Circus Day","FAMILY",6673.4316,396371.74,"0","4+","Casual",41465.92,3.6,4.1,"2018"
"2727","WIZARD Card Game","GAME",48,1000,"1","4+","Card",4100,4,2.1,"2014"
"2728","Fake Call From Wengie Prank","FAMILY",352,50000,"0","4+","Entertainment",3800,3.5,3,"2017"
"2729","Robot Fighting Games™ - Real Boxing Champions 3D","GAME",30,5000,"0","4+","Action",41465.92,4.4,4.1,"2018"
"2730","Ghost Hunting camera","GAME",3048,396371.74,"0","12+","Action",24000,3.5,2.3,"2017"
"2731","Santa Panda Bubble Christmas","GAME",101,10000,"0","4+","Arcade",31000,4.1,4,"2017"
"2732","TeamWard – live help for LoL","FAMILY",3136,100000,"0","4+","Entertainment",2700,4.8,4,"2018"
"2733","OffRoad US Army Train Driving Simulator","FAMILY",1216,396371.74,"0","9+","Simulation",41465.92,4.3,4.1,"2018"
"2734","Do Not Disturb! 2 - Challenge Your Prank Skills!","FAMILY",6673.4316,396371.74,"0","4+","Educational",41465.92,4,4.1,"2018"
"2735","Kiss Me! Lip Kissing Test","FAMILY",191,50000,"0","4+","Entertainment",5000,3.5,4.1,"2018"
"2736","Master E.K","FAMILY",90,1000,"0","4+","Education",14000,5,4.4,"2017"
"2737","Ek Onkar","FAMILY",107,10000,"0","4+","Entertainment",18000,4.9,4,"2016"
"2738","Racing Moto","GAME",6673.4316,396371.74,"0","4+","Racing",7400,4.3,3,"2018"
"2739","Pyaar Ek Dhoka hai Game - Anti Valentines","FAMILY",8,100,"0","4+","Casual",17000,4.3,4.1,"2018"
"2740","Pyaar Ek Dhoka","FAMILY",18,50,"0","4+","Casual",1300,5,4.3,"2018"
"2741","Ek Biladi Jadi Video Song","FAMILY",3,5000,"0","4+","Entertainment",3700,4.3,4,"2016"
"2742","Ringtones Of Ek Onkar","FAMILY",6,1000,"0","4+","Entertainment",3900,4.5,4,"2017"
"2743","EK Carevec","FAMILY",1,10,"0","12+","Entertainment",29000,4.5,4.3,"2018"
"2744","Ek Kahani Aisi Bhi Season 2 - The Horror Story","FAMILY",28,1000,"0","12+","Entertainment",5600,4.5,5,"2018"
"2745","Ek Bander Ne Kholi Dukan","FAMILY",10,10000,"0","4+","Entertainment",3000,5,4,"2017"
"2746","Ek Kahani Aisi Bhi Season 3 - The Horror Story","FAMILY",1,100,"0","12+","Entertainment",5800,3,5,"2018"
"2747","Meslek Lisesi YGS Ek Puan","FAMILY",11,1000,"0","4+","Education",1500,4.3,4,"2017"
"2748","Airplane Pilot Car Transporter","FAMILY",6673.4316,396371.74,"0","4+","Simulation",41465.92,4.1,4.1,"2018"
"2749","Mahila Vashikaran(Ek rat me)-Hindi","FAMILY",0,1000,"0","4+","Entertainment",4000,2,4,"2018"
"2750","Ek Kauwa Pyasa Tha","FAMILY",35,50000,"0","4+","Entertainment",3100,4.1,4,"2017"
"2751","Train Racing Games 3D 2 Player","GAME",6673.4316,396371.74,"0","4+","Racing",41465.92,4.3,5,"2018"
"2752","Toilet Ek Prem Katha Songs Lyrics in Hindi","FAMILY",3,1000,"0","4+","Entertainment",2000,4.7,4.1,"2017"
"2753","Ek Do Teen Song Videos - Baaghi 2 Video Songs","FAMILY",2,1000,"0","4+","Entertainment",4500,4.4,4,"2018"
"2754","Sanu Ek Pal Chain Song Videos - RAID Movie Songs","FAMILY",11,5000,"0","4+","Entertainment",4300,4.9,4,"2018"
"2755","Ek Qissa He Quran Se (Qurani Waqiyat)","FAMILY",4.00000000000023,100,"0","4+","Entertainment",2000,5,4,"2017"
"2756","Lyrics of Ek Paheli Leela","FAMILY",4.00000000000023,500,"0","4+","Entertainment",2300,5,4,"2016"
"2757","Exiled Kingdoms RPG","FAMILY",6673.4316,396371.74,"0","9+","Role Playing",41465.92,4.6,4.1,"2018"
"2758","Shabad Gurubani Punjabi mp3 free - Ek Onkar Satnam","FAMILY",5,100,"0","4+","Entertainment",41465.92,5,4.4,"2018"
"2759","Bus Driver 3D: Hill Station","FAMILY",6673.4316,396371.74,"0","4+","Simulation",41465.92,4.3,4.1,"2017"
"2760","Extreme Motorbike Jump 3D","FAMILY",6673.4316,396371.74,"0","4+","Simulation",41465.92,4,2.3,"2016"
